chance_of_playing_next_round, chance_of_playing_this_round, code, cost_change_event, cost_change_event_fall, cost_change_start, cost_change_start_fall, dreamteam_count, element_type, ep_next, ep_this, event_points, first_name, form, id, in_dreamteam, news, news_added, now_cost, photo, points_per_game, second_name, selected_by_percent, special, squad_number, status, team, team_code, total_points, transfers_in, transfers_in_event, transfers_out, transfers_out_event, value_form, value_season, web_name, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index,
None, None, 54694, -1, 1, 0, 0, 1, 4, 4.0, 4.0, 8, Pierre-Emerick, 3.5, 11, False, , None, 110, 54694.jpg, 6.1, Aubameyang, 26.6, False, None, a, 1, 3, 67, 1164856, 18992, 1164886, 26610, 0.3, 6.1, Aubameyang, 990, 8, 1, 2, 15, 0, 0, 0, 2, 0, 0, 12, 254, 325.6, 147.3, 442.0, 91.3, 
100, 100, 59966, 0, 0, -2, 2, 0, 4, 3.0, 3.0, 4, Alexandre, 2.5, 12, False, , 2019-09-01T18:30:14.246208Z, 93, 59966.jpg, 4.0, Lacazette, 1.7, False, None, a, 1, 3, 24, 94838, 2436, 229406, 1829, 0.3, 2.6, Lacazette, 315, 2, 2, 0, 5, 0, 0, 0, 1, 0, 0, 2, 75, 112.2, 88.6, 226.0, 42.7, 
0, 0, 205533, 0, 0, -2, 2, 0, 4, 0.0, 0.0, 0, Edward, 0.0, 13, False, Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul, 2019-08-08T15:30:15.638344Z, 43, 205533.jpg, 0.0, Nketiah, 0.7, False, None, n, 1, 3, 0, 35390, 997, 95831, 1099, 0.0, 0.0, Nketiah, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 80201, 0, 0, 0, 0, 0, 1, 3.7, 3.7, 4, Bernd, 3.2, 14, False, , None, 50, 80201.jpg, 3.1, Leno, 6.1, False, None, a, 1, 3, 34, 300337, 1564, 283436, 7045, 0.6, 6.8, Leno, 990, 0, 0, 2, 15, 0, 0, 0, 2, 0, 44, 1, 204, 288.2, 0.0, 0.0, 28.7, 
100, 100, 37605, 0, 0, -3, 3, 0, 3, 1.0, 1.0, 2, Mesut, 0.5, 15, False, , 2019-08-09T17:00:13.419733Z, 72, 37605.jpg, 2.0, Özil, 0.7, False, None, a, 1, 3, 4, 20469, 1469, 90158, 626, 0.1, 0.6, Özil, 160, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 29, 19.8, 73.6, 10.0, 10.3, 
0, 0, 57249, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Henrikh, 0.0, 16, False, Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul, 2019-09-02T23:30:14.832021Z, 68, 57249.jpg, 1.3, Mkhitaryan, 0.9, False, None, n, 1, 3, 4, 22595, 15, 111894, 242, 0.0, 0.6, Mkhitaryan, 110, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 5.4, 33.9, 46.0, 8.6, 
100, 100, 84450, -1, 1, -3, 3, 0, 3, 3.0, 3.0, 0, Granit, 2.5, 18, False, , 2019-09-08T21:00:18.761460Z, 52, 84450.jpg, 2.1, Xhaka, 0.7, False, None, a, 1, 3, 19, 29473, 242, 86832, 1447, 0.5, 3.7, Xhaka, 739, 0, 1, 2, 13, 0, 0, 0, 4, 0, 0, 0, 102, 141.2, 104.1, 46.0, 29.2, 
100, 100, 198849, 0, 0, -2, 2, 0, 3, 1.5, 1.5, 3, Lucas, 1.0, 19, False, , 2019-09-08T21:00:18.773636Z, 48, 198849.jpg, 2.0, Torreira, 1.3, False, None, a, 1, 3, 16, 51901, 892, 114518, 1135, 0.2, 3.3, Torreira, 272, 1, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 57, 83.4, 69.2, 118.0, 27.1, 
0, 0, 153256, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Mohamed, 0.0, 20, False, Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul, 2019-08-31T11:30:14.714406Z, 43, 153256.jpg, 0.0, Elneny, 0.9, False, None, n, 1, 3, 0, 89304, 3366, 64351, 1973, 0.0, 0.0, Elneny, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 242166, 0, 0, 2, -2, 0, 3, 2.5, 2.5, 2, Matteo, 2.0, 21, False, , None, 47, 242166.jpg, 2.6, Guendouzi, 10.3, False, None, a, 1, 3, 29, 745199, 7708, 445991, 15947, 0.4, 6.2, Guendouzi, 961, 0, 2, 2, 14, 0, 0, 0, 3, 0, 0, 2, 165, 209.0, 165.8, 103.0, 47.8, 
None, None, 41270, 0, 0, -2, 2, 1, 2, 7.0, 7.0, 2, David, 6.5, 106, False, , None, 58, 41270.jpg, 3.2, Luiz Moreira Marinho, 6.0, False, None, a, 1, 3, 32, 124397, 4990, 349172, 6354, 1.1, 5.5, David Luiz, 900, 2, 0, 1, 15, 0, 0, 0, 2, 0, 0, 3, 168, 276.6, 32.6, 93.0, 40.3, 
None, None, 98980, 0, 0, -1, 1, 0, 1, 0.5, 0.5, 0, Emiliano, 0.0, 427, False, , None, 44, 98980.jpg, 0.0, Martínez, 0.3, False, None, a, 1, 3, 0, 3739, 64, 9695, 152, 0.0, 0.0, Martínez, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 101184, 0, 0, -1, 1, 0, 2, 3.3, 3.3, 2, Calum, 2.8, 467, False, , None, 44, 101184.jpg, 3.6, Chambers, 1.6, False, None, a, 1, 3, 25, 111674, 1478, 70788, 2998, 0.6, 5.7, Chambers, 585, 1, 0, 2, 6, 0, 0, 0, 3, 0, 0, 2, 101, 130.6, 86.3, 120.0, 33.6, 
None, None, 182539, 0, 0, -1, 1, 1, 3, 2.5, 2.5, 2, Daniel, 2.0, 469, False, , None, 54, 182539.jpg, 2.5, Ceballos Fernández, 6.5, False, None, a, 1, 3, 27, 994097, 1425, 895677, 17520, 0.4, 5.0, Ceballos, 659, 0, 2, 1, 10, 0, 0, 0, 0, 0, 0, 3, 130, 150.0, 183.0, 96.0, 42.9, 
100, 100, 195735, 0, 0, -2, 2, 0, 3, 3.0, 3.0, 0, Nicolas, 2.5, 488, False, , 2019-08-09T09:30:12.533555Z, 93, 195735.jpg, 3.1, Pépé, 3.1, False, None, a, 1, 3, 31, 198406, 2257, 346837, 12539, 0.3, 3.3, Pépé, 726, 1, 2, 1, 13, 0, 0, 0, 1, 0, 0, 2, 115, 172.6, 279.2, 261.0, 71.5, 
0, 0, 200641, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Reiss, 0.0, 489, False, Knee injury - Expected back 23 Nov, 2019-10-07T15:00:21.389844Z, 53, 200641.jpg, 1.2, Nelson, 0.1, False, None, i, 1, 3, 5, 7284, 5, 13285, 127, 0.0, 0.9, Nelson, 150, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 15, 27.2, 50.3, 67.0, 14.5, 
100, 100, 200089, 0, 0, -1, 1, 0, 3, 1.0, 1.0, 0, Joseph, 0.5, 490, False, , 2019-09-07T11:30:17.190466Z, 49, 200089.jpg, 1.5, Willock, 0.2, False, None, a, 1, 3, 12, 22479, 174, 24608, 366, 0.1, 2.4, Willock, 351, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 50, 45.6, 91.4, 62.0, 19.9, 
None, None, 444145, 0, 0, 0, 0, 0, 4, 1.0, 1.0, 1, Gabriel Teodoro, 0.5, 504, False, , None, 45, 444145.jpg, 0.8, Martinelli Silva, 1.5, False, None, a, 1, 3, 3, 135869, 3320, 121564, 2598, 0.1, 0.7, Martinelli, 75, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 6.8, 5.4, 18.0, 3.0, 
100, 100, 192895, 0, 0, -1, 1, 0, 2, 1.3, 1.3, 2, Kieran, 0.8, 515, False, , 2019-08-09T12:00:11.271398Z, 54, 192895.jpg, 1.5, Tierney, 1.0, False, None, a, 1, 3, 3, 63281, 1515, 50674, 1901, 0.1, 0.6, Tierney, 160, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 27, 29.0, 19.6, 9.0, 5.8, 
100, 100, 223340, 0, 0, 0, 0, 0, 3, 2.0, 2.0, 1, Bukayo, 1.5, 541, False, , 2019-09-24T21:30:13.707726Z, 45, 223340.jpg, 2.0, Saka, 1.1, False, None, a, 1, 3, 12, 107766, 1727, 36486, 3414, 0.3, 2.7, Saka, 342, 0, 1, 1, 4, 0, 0, 0, 1, 0, 0, 0, 41, 64.4, 91.4, 88.0, 24.5, 
None, None, 37339, 0, 0, -3, 3, 0, 2, -0.5, -1.5, 0, Ahmed, 0.0, 22, False, , None, 42, 37339.jpg, 1.2, El Mohamady, 1.0, False, None, a, 2, 7, 7, 38074, 968, 107788, 1517, 0.0, 1.7, El Mohamady, 251, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 59, 70.6, 88.3, 2.0, 16.1, 
100, 100, 43252, 0, 0, -2, 2, 0, 2, -0.5, -1.5, 0, James, 0.0, 23, False, , 2019-08-08T17:00:13.859858Z, 43, 43252.jpg, 0.0, Chester, 0.1, False, None, a, 2, 7, 0, 397, 48, 5886, 55, 0.0, 0.0, Chester, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 47390, 0, 0, 0, 0, 0, 2, -0.5, -1.5, 0, Neil, 0.0, 24, False, , None, 45, 47390.jpg, 2.3, Taylor, 0.3, False, None, a, 2, 7, 16, 16635, 85, 17939, 563, 0.0, 3.6, Taylor, 568, 0, 0, 2, 11, 0, 0, 0, 1, 0, 0, 0, 95, 90.8, 27.5, 26.0, 14.5, 
100, 100, 123354, 0, 0, -1, 1, 0, 2, -0.5, -1.5, 0, Kortney, 0.0, 25, False, , 2019-08-15T13:00:13.496241Z, 44, 123354.jpg, 0.0, Hause, 0.1, False, None, a, 2, 7, 0, 613, 18, 3340, 48, 0.0, 0.0, Hause, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 54764, 0, 0, -1, 1, 0, 4, -0.3, -1.3, 1, Jonathan, 0.2, 26, False, , 2019-10-03T12:30:10.314025Z, 54, 54764.jpg, 1.0, Kodjia, 0.1, False, None, a, 2, 7, 2, 2608, 69, 24664, 79, 0.0, 0.4, Kodjia, 20, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 7, 2.0, 0.0, 2.0, 0.4, 
100, 100, 98770, 0, 0, -1, 1, 0, 1, -0.5, -1.5, 0, Ørjan, 0.0, 27, False, , 2019-07-30T15:00:08.973693Z, 44, 98770.jpg, 0.0, Nyland, 0.1, False, None, a, 2, 7, 0, 2100, 25, 7196, 100, 0.0, 0.0, Nyland, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 85242, 0, 0, -3, 3, 1, 3, 2.7, 1.7, 1, Conor, 3.2, 28, False, , None, 57, 85242.jpg, 2.7, Hourihane, 0.1, False, None, a, 2, 7, 19, 4973, 129, 15535, 181, 0.6, 3.3, Hourihane, 351, 1, 1, 1, 7, 0, 0, 0, 2, 0, 0, 1, 73, 97.8, 118.8, 123.0, 33.9, 
75, 75, 114283, 0, 0, -1, 1, 1, 3, 3.5, 2.8, 0, Jack, 5.2, 29, False, Calf injury - 75% chance of playing, 2019-10-26T18:30:22.524063Z, 59, 114283.jpg, 4.3, Grealish, 4.3, False, None, d, 2, 7, 43, 228939, 3870, 323706, 12151, 0.9, 7.3, Grealish, 893, 2, 3, 2, 16, 0, 0, 0, 3, 0, 0, 5, 190, 293.6, 324.7, 206.0, 82.5, 
100, 100, 193488, 0, 0, 0, 0, 0, 3, 2.7, 1.7, 1, Anwar, 3.2, 30, False, , 2019-08-04T16:30:15.264156Z, 55, 193488.jpg, 3.8, El Ghazi, 1.6, False, None, a, 2, 7, 38, 157680, 5726, 84079, 5211, 0.6, 6.9, El Ghazi, 655, 2, 3, 2, 12, 0, 0, 0, 1, 0, 0, 0, 123, 197.4, 152.0, 289.0, 63.7, 
None, None, 122806, 0, 0, 3, -3, 0, 3, 2.0, 1.0, 5, John, 2.5, 31, False, , None, 58, 122806.jpg, 4.4, McGinn, 11.2, False, None, a, 2, 7, 48, 1074189, 40516, 523809, 8130, 0.4, 8.3, McGinn, 990, 3, 2, 2, 18, 0, 0, 0, 1, 0, 0, 4, 182, 302.4, 217.1, 304.0, 82.3, 
0, 0, 174597, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Andre, 0.0, 32, False, Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul, 2019-08-04T16:30:15.274646Z, 49, 174597.jpg, 0.0, Green, 0.0, False, None, n, 2, 7, 0, 199, 6, 1185, 8, 0.0, 0.0, Green, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 27770, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0, Birkir, 0.0, 33, False, Left Aston Villa by mutual consent on 8/8., 2019-08-08T15:30:15.672945Z, 45, 27770.jpg, 0.0, Bjarnason, 0.0, False, None, u, 2, 7, 0, 451, 9, 6808, 32, 0.0, 0.0, Bjarnason, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 221239, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Keinan, 0.5, 34, False, Hamstring injury - Expected back 01 Dec, 2019-10-30T23:30:12.401435Z, 44, 221239.jpg, 1.0, Davis, 0.3, False, None, i, 2, 7, 6, 12992, 43, 20207, 881, 0.1, 1.4, Davis, 74, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 16, 14.4, 23.3, 46.0, 8.2, 
100, 100, 40564, 0, 0, -1, 1, 0, 3, -0.5, -1.5, 0, Henri, 0.0, 35, False, , 2019-09-25T23:00:14.221337Z, 44, 40564.jpg, 1.0, Lansbury, 0.6, False, None, a, 2, 7, 2, 65564, 239, 45293, 811, 0.0, 0.5, Lansbury, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2.2, 1.1, 4.0, 0.8, 
50, 0, 89274, 0, 0, -2, 2, 0, 3, -0.2, 0.0, 0, José Ignacio, 0.0, 36, False, Hernia - 50% chance of playing, 2019-10-17T13:00:14.384046Z, 58, 89274.jpg, 2.4, Peleteiro Romallo, 0.2, False, None, d, 2, 7, 12, 10699, 11, 22615, 216, 0.0, 2.1, Jota, 245, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 32, 41.8, 53.7, 21.0, 11.6, 
100, 100, 21205, 0, 0, 0, 0, 0, 1, 2.0, 1.0, 2, Tom, 2.5, 94, False, , 2019-10-08T22:30:12.278354Z, 45, 21205.jpg, 2.8, Heaton, 6.0, False, None, a, 2, 7, 31, 217994, 2029, 225219, 3498, 0.6, 6.9, Heaton, 990, 0, 0, 2, 18, 0, 0, 0, 0, 0, 32, 0, 176, 242.2, 0.0, 0.0, 24.1, 
100, 100, 169359, 0, 0, -1, 1, 1, 2, 3.7, 2.7, 1, Matt, 4.2, 309, False, , 2019-09-29T10:00:18.754454Z, 44, 169359.jpg, 5.2, Targett, 0.8, False, None, a, 2, 7, 26, 35841, 1881, 61133, 1481, 1.0, 5.9, Targett, 421, 1, 1, 1, 7, 0, 0, 0, 0, 0, 0, 5, 123, 151.2, 128.8, 24.0, 30.5, 
100, 100, 213345, -1, 1, 0, 0, 1, 4, 4.5, 3.5, 2, Wesley, 5.0, 428, False, , 2019-10-19T19:00:18.658995Z, 60, 213345.jpg, 4.2, Moraes, 2.7, False, None, a, 2, 7, 46, 334537, 6771, 236152, 9116, 0.8, 7.7, Wesley, 924, 4, 1, 3, 14, 0, 0, 1, 0, 0, 0, 7, 128, 199.0, 80.4, 385.0, 65.0, 
100, 100, 79852, 0, 0, -1, 1, 0, 1, -0.5, -1.5, 0, Jed, 0.0, 429, False, , 2019-08-05T15:00:10.959066Z, 44, 79852.jpg, 0.0, Steer, 0.1, False, None, a, 2, 7, 0, 872, 22, 4326, 69, 0.0, 0.0, Steer, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 149484, 0, 0, 1, -1, 0, 2, 1.0, 0.0, 1, Tyrone, 1.5, 445, False, , None, 46, 149484.jpg, 2.6, Mings, 5.3, False, None, a, 2, 7, 29, 417286, 2211, 207905, 7226, 0.3, 6.3, Mings, 990, 0, 1, 2, 18, 0, 0, 0, 1, 0, 0, 3, 193, 308.4, 38.0, 14.0, 36.1, 
100, 100, 199798, 0, 0, -2, 2, 0, 2, -0.3, -1.3, 0, Ezri, 0.2, 452, False, , 2019-08-05T15:00:10.970602Z, 43, 199798.jpg, 1.0, Konsa Ngoyo, 0.1, False, None, a, 2, 7, 1, 800, 24, 2973, 54, 0.0, 0.2, Konsa, 15, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 6.2, 0.3, 0.0, 0.7, 
100, 100, 108156, 0, 0, 0, 0, 1, 2, 2.0, 1.0, 1, Bjorn, 2.5, 455, False, , 2019-10-05T16:00:14.611602Z, 45, 108156.jpg, 2.8, Engels, 0.9, False, None, a, 2, 7, 31, 88807, 700, 46528, 1351, 0.6, 6.9, Engels, 974, 0, 0, 3, 17, 0, 0, 0, 1, 0, 0, 4, 172, 205.6, 5.2, 19.0, 23.2, 
75, None, 203368, 0, 0, -1, 1, 0, 2, 2.0, 1.7, 6, Frédéric, 3.2, 458, False, Knock - 75% chance of playing, 2019-11-02T18:00:16.204945Z, 44, 203368.jpg, 3.3, Guilbert, 0.8, False, None, d, 2, 7, 30, 55971, 432, 42000, 1167, 0.7, 6.8, Guilbert, 782, 0, 2, 3, 11, 0, 0, 0, 3, 0, 0, 0, 133, 173.0, 104.8, 31.0, 30.8, 
100, 100, 148508, 0, 0, -3, 3, 0, 3, 2.3, 1.3, 7, Mahmoud Ahmed, 2.8, 465, False, , 2019-08-31T16:30:09.941826Z, 52, 148508.jpg, 1.9, Ibrahim Hassan, 1.1, False, None, a, 2, 7, 19, 58570, 7198, 186586, 653, 0.5, 3.7, Trézéguet, 602, 1, 1, 1, 11, 0, 0, 0, 2, 1, 0, 0, 48, 137.8, 104.6, 284.0, 52.5, 
None, None, 230046, 0, 0, 0, 0, 0, 3, 2.5, 1.5, 3, Douglas Luiz, 3.0, 470, False, , None, 45, 230046.jpg, 3.1, Soares de Paulo, 3.9, False, None, a, 2, 7, 28, 467334, 8961, 280529, 4574, 0.7, 6.2, Douglas Luiz, 455, 2, 0, 3, 8, 0, 0, 0, 1, 0, 0, 2, 99, 130.8, 51.2, 52.0, 23.5, 
None, None, 88175, 0, 0, -1, 1, 0, 1, -0.5, -1.5, 0, Lovre, 0.0, 474, False, , None, 44, 88175.jpg, 0.0, Kalinic, 0.1, False, None, a, 2, 7, 0, 888, 20, 3169, 50, 0.0, 0.0, Kalinic, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 184704, 0, 0, -1, 1, 0, 3, 1.5, 0.5, 2, Marvelous, 2.0, 491, False, , None, 44, 184704.jpg, 2.1, Nakamba, 1.3, False, None, a, 2, 7, 15, 109576, 2354, 50090, 1749, 0.5, 3.4, Nakamba, 614, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 110, 136.8, 73.3, 9.0, 22.0, 
100, 100, 56917, 0, 0, 0, 0, 1, 2, 6.0, 5.0, 5, Steve, 5.5, 58, False, , 2019-07-30T11:30:12.364426Z, 50, 56917.jpg, 2.9, Cook, 0.4, False, None, a, 3, 91, 32, 18247, 2027, 13006, 475, 1.1, 6.4, Steve Cook, 990, 0, 0, 3, 13, 0, 0, 0, 2, 0, 0, 3, 182, 253.4, 22.8, 38.0, 31.5, 
None, None, 126184, 0, 0, 0, 0, 0, 2, 6.5, 5.5, 6, Nathan, 6.0, 59, False, , None, 50, 126184.jpg, 4.0, Aké, 14.2, False, None, a, 3, 91, 44, 378301, 51530, 583002, 4624, 1.2, 8.8, Aké, 990, 1, 1, 3, 13, 0, 0, 0, 1, 0, 0, 5, 227, 262.8, 46.0, 120.0, 42.8, 
0, 0, 41320, 0, 0, -2, 2, 0, 2, 0.0, 0.0, 0, Charlie, 0.0, 60, False, Knee injury - Unknown return date, 2019-08-25T15:30:14.994228Z, 43, 41320.jpg, 1.5, Daniels, 0.1, False, None, i, 3, 91, 3, 3071, 7, 15330, 85, 0.0, 0.7, Daniels, 126, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 18, 22.4, 29.6, 0.0, 5.2, 
100, 100, 223911, 0, 0, -1, 1, 1, 2, 0.5, -0.5, 0, Chris, 0.0, 61, False, , 2019-10-04T11:30:13.479244Z, 44, 223911.jpg, 3.2, Mepham, 0.9, False, None, a, 3, 91, 13, 84355, 37, 93456, 1196, 0.0, 3.0, Mepham, 271, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 53, 91.6, 2.5, 72.0, 16.6, 
100, 100, 15149, 0, 0, -1, 1, 0, 2, 0.7, -0.3, 0, Simon, 0.2, 62, False, , 2019-06-25T11:30:06.976202Z, 44, 15149.jpg, 1.0, Francis, 0.0, False, None, a, 3, 91, 2, 738, 35, 728, 48, 0.0, 0.5, Francis, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9.0, 0.6, 0.0, 1.0, 
100, 100, 54469, 0, 0, -2, 2, 1, 2, 6.3, 5.3, 12, Adam, 5.8, 63, False, , 2019-08-31T17:30:17.323480Z, 43, 54469.jpg, 4.0, Smith, 0.6, False, None, a, 3, 91, 28, 21107, 8224, 77826, 578, 1.3, 6.5, Adam Smith, 580, 0, 1, 3, 7, 0, 0, 0, 2, 0, 0, 3, 123, 91.2, 56.8, 69.0, 21.7, 
100, 100, 235530, 0, 0, -1, 1, 0, 2, 0.5, -0.5, 0, Lloyd, 0.0, 64, False, , 2019-08-04T16:00:15.955778Z, 44, 235530.jpg, 0.0, Kelly, 0.1, False, None, a, 3, 91, 0, 3103, 114, 5656, 206, 0.0, 0.0, Kelly, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
