chance_of_playing_next_round, chance_of_playing_this_round, code, cost_change_event, cost_change_event_fall, cost_change_start, cost_change_start_fall, dreamteam_count, element_type, ep_next, ep_this, event_points, first_name, form, id, in_dreamteam, news, news_added, now_cost, photo, points_per_game, second_name, selected_by_percent, special, squad_number, status, team, team_code, total_points, transfers_in, transfers_in_event, transfers_out, transfers_out_event, value_form, value_season, web_name, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index,
100, 100, 54694, 0, 0, -3, 3, 2, 4, 1.5, 1.5, 0, Pierre-Emerick, 1.0, 11, False, , 2020-01-08T14:00:18.333339Z, 107, 54694.jpg, 5.8, Aubameyang, 16.4, False, None, a, 1, 3, 127, 2015187, 13478, 2720155, 1869, 0.1, 11.9, Aubameyang, 1943, 14, 3, 4, 31, 0, 0, 0, 3, 1, 0, 24, 484, 606.0, 304.1, 854.0, 176.3, 
100, 100, 59966, 0, 0, -2, 2, 1, 4, 2.5, 2.5, 0, Alexandre, 2.0, 12, False, , 2019-09-01T18:30:14.246208Z, 93, 59966.jpg, 3.5, Lacazette, 2.1, False, None, a, 1, 3, 60, 288418, 524, 399043, 837, 0.2, 6.5, Lacazette, 1187, 5, 3, 2, 18, 0, 0, 0, 5, 0, 0, 6, 195, 289.8, 247.8, 602.0, 114.2, 
100, 100, 205533, 0, 0, -2, 2, 0, 4, 0.7, 0.7, 0, Edward, 0.2, 13, False, , 2019-08-08T15:30:15.638344Z, 43, 205533.jpg, 1.0, Nketiah, 0.6, False, None, a, 1, 3, 1, 56650, 272, 123210, 144, 0.0, 0.2, Nketiah, 16, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0.2, 10.3, 8.0, 1.9, 
None, None, 80201, 0, 0, 0, 0, 1, 1, 2.3, 2.3, 0, Bernd, 1.8, 14, False, , None, 50, 80201.jpg, 3.4, Leno, 5.2, False, None, a, 1, 3, 82, 420246, 683, 472432, 786, 0.4, 16.4, Leno, 2160, 0, 0, 4, 34, 0, 1, 0, 2, 0, 91, 5, 462, 678.6, 0.0, 0.0, 67.7, 
100, 100, 37605, 0, 0, -3, 3, 0, 3, 1.7, 1.7, 0, Mesut, 1.2, 15, False, , 2019-12-20T10:30:11.550604Z, 72, 37605.jpg, 2.5, Özil, 1.1, False, None, a, 1, 3, 35, 113291, 284, 165236, 429, 0.2, 4.9, Özil, 1118, 0, 2, 2, 18, 0, 0, 0, 0, 0, 0, 1, 177, 146.2, 471.3, 127.0, 74.5, 
0, 0, 57249, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Henrikh, 0.0, 16, False, Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul, 2019-09-02T23:30:14.832021Z, 68, 57249.jpg, 1.3, Mkhitaryan, 0.8, False, None, n, 1, 3, 4, 22917, 5, 116062, 25, 0.0, 0.6, Mkhitaryan, 110, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 5.4, 33.9, 46.0, 8.6, 
100, 100, 84450, 0, 0, -4, 4, 0, 3, 1.7, 1.7, 0, Granit, 1.2, 18, False, , 2019-12-29T14:30:26.292159Z, 51, 84450.jpg, 2.1, Xhaka, 0.6, False, None, a, 1, 3, 38, 39018, 113, 104500, 64, 0.2, 7.5, Xhaka, 1544, 0, 1, 4, 23, 0, 0, 0, 5, 0, 0, 0, 234, 282.8, 203.6, 78.0, 56.7, 
100, 100, 198849, 0, 0, -3, 3, 0, 3, 2.5, 2.5, 0, Lucas, 2.0, 19, False, , 2020-01-11T15:00:20.592287Z, 47, 198849.jpg, 2.0, Torreira, 1.3, False, None, a, 1, 3, 42, 88956, 384, 153909, 262, 0.4, 8.9, Torreira, 1298, 1, 1, 3, 20, 0, 0, 0, 3, 0, 0, 0, 225, 257.8, 167.7, 190.0, 61.7, 
0, 0, 153256, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Mohamed, 0.0, 20, False, Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul, 2019-08-31T11:30:14.714406Z, 43, 153256.jpg, 0.0, Elneny, 0.6, False, None, n, 1, 3, 0, 122828, 25, 116360, 170, 0.0, 0.0, Elneny, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 242166, 0, 0, -2, 2, 0, 3, 0.7, 0.7, 0, Matteo, 0.2, 21, False, , None, 43, 242166.jpg, 2.0, Guendouzi, 5.7, False, None, a, 1, 3, 40, 862629, 1019, 879499, 1030, 0.0, 9.3, Guendouzi, 1490, 0, 2, 2, 27, 0, 0, 0, 6, 0, 0, 2, 240, 310.8, 227.6, 138.0, 67.7, 
100, 100, 41270, 0, 0, -3, 3, 2, 2, 0.7, 0.7, 0, David, 0.2, 106, False, , 2019-11-28T23:00:21.861570Z, 57, 41270.jpg, 2.5, Luiz Moreira Marinho, 4.8, False, None, a, 1, 3, 53, 186940, 370, 506308, 420, 0.0, 9.3, David Luiz, 1825, 2, 0, 3, 30, 0, 0, 0, 4, 1, 0, 6, 308, 473.4, 75.8, 151.0, 70.2, 
None, None, 98980, 0, 0, -2, 2, 0, 1, 0.5, 0.5, 0, Emiliano, 0.0, 427, False, , None, 43, 98980.jpg, 0.0, Martínez, 0.2, False, None, a, 1, 3, 0, 5414, 10, 13515, 22, 0.0, 0.0, Martínez, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 101184, 0, 0, -1, 1, 0, 2, 0.0, 0.0, 0, Calum, 0.0, 467, False, Knee injury - Expected back 01 Jul, 2019-12-29T14:30:27.183032Z, 44, 101184.jpg, 3.0, Chambers, 0.7, False, None, i, 1, 3, 42, 140380, 1, 166418, 148, 0.0, 9.5, Chambers, 1102, 1, 1, 3, 15, 0, 0, 0, 5, 0, 0, 5, 197, 272.0, 113.5, 203.0, 58.7, 
100, 100, 182539, 0, 0, -3, 3, 1, 3, 0.5, 0.5, 0, Daniel, 0.0, 469, False, , 2019-11-06T17:30:16.584319Z, 52, 182539.jpg, 2.5, Ceballos Fernández, 3.0, False, None, a, 1, 3, 27, 996993, 29, 1133703, 198, 0.0, 5.2, Ceballos, 659, 0, 2, 1, 10, 0, 0, 0, 0, 0, 0, 3, 130, 150.0, 183.0, 96.0, 42.9, 
25, 25, 58822, 0, 0, -2, 2, 0, 2, 0.5, 0.5, 0, Cédric, 1.4, 486, False, Knee injury - 25% chance of playing, 2020-01-21T22:00:20.334842Z, 48, 58822.jpg, 2.7, Soares, 0.3, False, None, d, 1, 3, 43, 20901, 129, 28460, 156, 0.3, 9.0, Cédric, 1306, 0, 1, 3, 18, 0, 0, 0, 1, 0, 0, 3, 222, 291.2, 197.1, 107.0, 59.7, 
100, 100, 195735, 0, 0, -4, 4, 1, 3, 1.7, 1.7, 0, Nicolas, 1.2, 488, False, , 2019-12-11T12:30:12.556688Z, 91, 195735.jpg, 3.0, Pépé, 2.5, False, None, a, 1, 3, 63, 283319, 556, 482035, 637, 0.1, 6.9, Pépé, 1339, 3, 3, 2, 23, 0, 0, 0, 3, 0, 0, 5, 219, 322.0, 419.4, 448.0, 119.2, 
0, 0, 200641, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Reiss, 0.2, 489, False, Hamstring injury - Expected back 16 Feb, 2020-01-18T17:00:23.535651Z, 53, 200641.jpg, 1.8, Nelson, 0.1, False, None, i, 1, 3, 18, 11420, 0, 17649, 27, 0.0, 3.4, Nelson, 437, 0, 1, 2, 4, 0, 0, 0, 1, 0, 0, 0, 56, 53.2, 95.0, 129.0, 27.7, 
100, 100, 200089, 0, 0, -2, 2, 0, 3, 0.7, 0.7, 0, Joseph, 0.2, 490, False, , 2019-09-07T11:30:17.190466Z, 48, 200089.jpg, 1.2, Willock, 0.2, False, None, a, 1, 3, 21, 25059, 16, 30559, 21, 0.0, 4.4, Willock, 545, 0, 0, 1, 11, 0, 0, 0, 1, 0, 0, 0, 90, 82.6, 121.3, 129.0, 33.4, 
100, 100, 444145, 0, 0, 1, -1, 0, 4, 4.7, 4.7, 0, Gabriel Teodoro, 4.2, 504, False, , 2019-12-23T12:00:20.317919Z, 46, 444145.jpg, 2.8, Martinelli Silva, 3.6, False, None, a, 1, 3, 37, 397310, 6641, 235337, 1053, 0.9, 8.0, Martinelli, 566, 3, 1, 1, 9, 0, 0, 0, 1, 0, 0, 5, 124, 148.0, 25.1, 204.0, 37.7, 
0, 0, 192895, 0, 0, -2, 2, 0, 2, 0.0, 0.0, 0, Kieran, 0.0, 515, False, Shoulder injury - Expected back 21 Mar, 2019-12-09T22:00:21.790216Z, 53, 192895.jpg, 1.0, Tierney, 0.3, False, None, i, 1, 3, 5, 71901, 2, 108877, 45, 0.0, 0.9, Tierney, 296, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 51, 56.0, 75.1, 31.0, 16.3, 
100, 100, 223340, 0, 0, 0, 0, 0, 3, 2.3, 2.3, 0, Bukayo, 1.8, 541, False, , 2019-11-22T10:00:21.980433Z, 45, 223340.jpg, 1.9, Saka, 0.6, False, None, a, 1, 3, 27, 148856, 646, 111231, 266, 0.4, 6.0, Saka, 875, 0, 2, 2, 10, 0, 0, 0, 3, 0, 0, 0, 113, 155.4, 131.1, 131.0, 41.8, 
0, 0, 209289, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Emile, 0.0, 576, False, Joined Huddersfield Town on loan until the end of the season on 10/1. - Expected back 01 Jul, 2020-01-10T20:00:21.634861Z, 43, 209289.jpg, 2.0, Smith Rowe, 0.0, False, None, n, 1, 3, 4, 2874, 107, 1483, 38, 0.0, 0.9, Smith Rowe, 96, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9.8, 6.3, 0.0, 1.6, 
0, 0, 232233, 0, 0, 0, 0, 0, 4, 0.0, 0.0, 0, Tyreece, 0.0, 585, False, Joined Lincoln City on loan until the end of the season on 10/1. - Expected back 01 Jul, 2020-01-16T10:30:19.626655Z, 45, 232233.jpg, 0.0, John-Jules, 0.0, False, None, n, 1, 3, 0, 432, 4, 326, 5, 0.0, 0.0, John-Jules, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 92371, 0, 0, 0, 0, 0, 2, 2.7, 2.7, 0, Pablo, 0.0, 617, False, , None, 50, 92371.jpg, 0.0, Marí, 0.0, False, None, a, 1, 3, 0, 2975, 460, 288, 39, 0.0, 0.0, Marí, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 37339, 0, 0, -3, 3, 0, 2, -1.2, -0.7, 0, Ahmed, -0.2, 22, False, , None, 42, 37339.jpg, 1.7, El Mohamady, 0.9, False, None, a, 2, 7, 19, 70520, 71, 145720, 216, 0.0, 4.5, El Mohamady, 701, 0, 1, 1, 24, 0, 0, 0, 0, 0, 0, 5, 154, 170.2, 218.9, 46.0, 43.6, 
0, 0, 43252, 0, 0, -2, 2, 0, 2, 0.0, 0.0, 0, James, 0.0, 23, False, Joined Stoke City on loan until the end of the season on 31/1. - Expected back 01 Jul, 2020-01-31T15:00:12.372885Z, 43, 43252.jpg, 0.0, Chester, 0.1, False, None, n, 2, 7, 0, 1844, 0, 7588, 36, 0.0, 0.0, Chester, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 47390, 0, 0, -2, 2, 0, 2, -1.2, -0.7, 0, Neil, -0.2, 24, False, , None, 43, 47390.jpg, 1.7, Taylor, 0.2, False, None, a, 2, 7, 17, 19858, 18, 26031, 21, 0.0, 4.0, Taylor, 793, 0, 0, 2, 19, 0, 0, 0, 2, 0, 0, 0, 113, 115.8, 31.6, 27.0, 17.5, 
100, 100, 123354, 0, 0, -1, 1, 0, 2, -0.2, 0.3, 0, Kortney, 0.8, 25, False, , 2019-08-15T13:00:13.496241Z, 44, 123354.jpg, 1.4, Hause, 0.1, False, None, a, 2, 7, 13, 1831, 5, 4616, 12, 0.2, 3.0, Hause, 810, 0, 0, 1, 19, 0, 0, 0, 2, 0, 0, 0, 104, 200.8, 20.7, 37.0, 25.9, 
0, 0, 54764, 0, 0, -1, 1, 0, 4, 0.0, 0.0, 0, Jonathan, 0.0, 26, False, Joined Al-Gharafa on a permanent deal on 20/1., 2020-01-08T20:30:20.825750Z, 54, 54764.jpg, 0.8, Kodjia, 0.1, False, None, u, 2, 7, 5, 4189, 0, 27518, 15, 0.0, 0.9, Kodjia, 111, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 14, 3.4, 12.2, 24.0, 3.8, 
100, 100, 98770, 0, 0, -2, 2, 0, 1, -1.0, -0.5, 0, Ørjan, 0.0, 27, False, , 2019-07-30T15:00:08.973693Z, 43, 98770.jpg, 1.0, Nyland, 0.2, False, None, a, 2, 7, 3, 17696, 41, 17093, 129, 0.0, 0.7, Nyland, 177, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 0, 34, 57.0, 0.0, 0.0, 5.8, 
100, 100, 85242, 0, 0, -3, 3, 2, 3, -0.5, 0.0, 0, Conor, 0.5, 28, False, , 2019-12-15T13:00:22.404997Z, 57, 85242.jpg, 3.1, Hourihane, 0.2, False, None, a, 2, 7, 50, 17490, 9, 27290, 51, 0.1, 8.8, Hourihane, 843, 3, 2, 2, 23, 0, 0, 0, 3, 0, 0, 6, 199, 242.0, 251.9, 178.0, 67.0, 
100, 100, 114283, 0, 0, 7, -7, 3, 3, 2.8, 3.3, 2, Jack, 3.8, 29, False, , 2019-10-26T18:30:22.524063Z, 67, 114283.jpg, 4.7, Grealish, 25.8, False, None, a, 2, 7, 109, 2348104, 8190, 901861, 14309, 0.6, 16.3, Grealish, 2063, 7, 6, 4, 43, 0, 0, 1, 6, 0, 0, 14, 445, 645.2, 819.9, 582.0, 204.5, 
100, 100, 193488, 0, 0, 0, 0, 0, 3, 1.8, 2.3, 1, Anwar, 2.8, 30, False, , 2019-12-01T18:30:17.584307Z, 55, 193488.jpg, 3.3, El Ghazi, 0.9, False, None, a, 2, 7, 72, 249784, 174, 223023, 637, 0.5, 13.1, El Ghazi, 1550, 4, 4, 4, 35, 0, 0, 0, 3, 0, 0, 0, 221, 337.2, 404.0, 522.0, 126.3, 
0, 0, 122806, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, John, 0.0, 31, False, Ankle injury - Unknown return date, 2019-12-21T17:00:13.681907Z, 54, 122806.jpg, 3.4, McGinn, 2.8, False, None, i, 2, 7, 61, 1282852, 3, 1322958, 735, 0.0, 11.3, McGinn, 1537, 3, 2, 3, 30, 0, 0, 0, 2, 0, 0, 4, 253, 386.4, 375.3, 375.0, 113.5, 
0, 0, 174597, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Andre, 0.0, 32, False, Joined Charlton Athletic on loan until the end of the season on 2/1. - Expected back 01 Jul, 2019-08-04T16:30:15.274646Z, 48, 174597.jpg, 0.0, Green, 0.0, False, None, n, 2, 7, 0, 368, 0, 1405, 0, 0.0, 0.0, Green, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 27770, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0, Birkir, 0.0, 33, False, Left Aston Villa by mutual consent on 8/8., 2019-08-08T15:30:15.672945Z, 45, 27770.jpg, 0.0, Bjarnason, 0.0, False, None, u, 2, 7, 0, 702, 0, 7668, 2, 0.0, 0.0, Bjarnason, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 221239, 0, 0, -2, 2, 0, 3, 0.0, 0.5, 4, Keinan, 1.0, 34, False, , 2019-10-30T23:30:12.401435Z, 43, 221239.jpg, 1.4, Davis, 0.2, False, None, a, 2, 7, 10, 19800, 130, 31776, 39, 0.2, 2.3, Davis, 106, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 29, 18.8, 26.9, 87.0, 13.1, 
100, 100, 40564, 0, 0, -1, 1, 0, 3, -0.8, -0.3, 0, Henri, 0.2, 35, False, , 2019-11-08T18:00:15.526636Z, 44, 40564.jpg, 1.2, Lansbury, 0.4, False, None, a, 2, 7, 11, 68700, 4, 63006, 90, 0.0, 2.5, Lansbury, 189, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 34, 13.4, 27.2, 13.0, 5.5, 
100, 100, 89274, 0, 0, -2, 2, 0, 3, -1.0, -0.5, 0, José Ignacio, 0.0, 36, False, , 2019-10-17T13:00:14.384046Z, 58, 89274.jpg, 1.9, Peleteiro Romallo, 0.1, False, None, a, 2, 7, 15, 13199, 11, 26272, 25, 0.0, 2.6, Jota, 310, 0, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 41, 42.6, 56.1, 51.0, 14.9, 
0, 0, 21205, 0, 0, -1, 1, 1, 1, 0.0, 0.0, 0, Tom, 0.0, 94, False, Knee injury - Unknown return date, 2020-01-01T15:00:18.235936Z, 44, 21205.jpg, 3.0, Heaton, 3.0, False, None, i, 2, 7, 59, 293416, 12, 509026, 1104, 0.0, 13.4, Heaton, 1794, 0, 0, 4, 35, 1, 0, 0, 0, 0, 67, 3, 346, 507.4, 0.3, 0.0, 50.7, 
100, 100, 61603, 0, 0, -1, 1, 0, 3, 0.0, 0.5, 0, Daniel, 1.0, 120, False, , 2020-01-02T04:30:20.207210Z, 44, 61603.jpg, 1.2, Drinkwater, 0.6, False, None, a, 2, 7, 5, 23058, 38, 134601, 67, 0.2, 1.1, Drinkwater, 258, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 25, 9.8, 7.8, 8.0, 2.5, 
100, 100, 169359, 0, 0, -1, 1, 1, 2, 1.2, 1.7, 1, Matt, 2.2, 309, False, , 2019-12-28T17:00:19.505846Z, 44, 169359.jpg, 3.4, Targett, 1.0, False, None, a, 2, 7, 58, 149212, 331, 167241, 443, 0.5, 13.2, Targett, 1418, 1, 3, 3, 26, 0, 0, 0, 3, 0, 0, 10, 312, 368.0, 346.0, 111.0, 82.6, 
0, 0, 213345, 0, 0, -5, 5, 1, 4, 0.0, 0.0, 0, Wesley, 0.0, 428, False, Knee injury - Unknown return date, 2020-01-01T15:00:18.798443Z, 55, 213345.jpg, 3.2, Moraes, 0.9, False, None, i, 2, 7, 67, 403071, 7, 431030, 239, 0.0, 12.2, Wesley, 1782, 5, 1, 6, 31, 0, 0, 1, 3, 0, 0, 7, 180, 296.2, 169.8, 632.0, 108.3, 
0, 0, 79852, 0, 0, -2, 2, 0, 1, 0.0, 0.0, 0, Jed, 0.0, 429, False, Achilles injury - Unknown return date, 2019-11-10T16:00:17.790777Z, 43, 79852.jpg, 1.0, Steer, 0.1, False, None, i, 2, 7, 1, 1181, 0, 6540, 5, 0.0, 0.2, Steer, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0.0, 0.0, 
100, 100, 149484, 0, 0, 0, 0, 0, 2, 1.5, 2.0, 0, Tyrone, 2.5, 445, False, , 2019-12-08T16:00:13.818311Z, 45, 149484.jpg, 2.6, Mings, 2.8, False, None, a, 2, 7, 55, 488890, 393, 454242, 734, 0.6, 12.2, Mings, 1822, 2, 1, 3, 36, 0, 0, 0, 5, 0, 0, 5, 345, 532.2, 73.0, 110.0, 71.6, 
75, 100, 199798, 0, 0, -2, 2, 0, 2, 0.6, 1.3, 0, Ezri, 1.8, 452, False, Knock - 75% chance of playing, 2020-02-01T17:30:19.744514Z, 43, 199798.jpg, 2.2, Konsa Ngoyo, 0.1, False, None, d, 2, 7, 29, 6279, 18, 6429, 72, 0.4, 6.7, Konsa, 1050, 0, 2, 2, 25, 0, 0, 0, 0, 0, 0, 1, 185, 236.2, 57.8, 109.0, 40.5, 
100, 100, 108156, 0, 0, -1, 1, 1, 2, -0.8, -0.3, 1, Bjorn, 0.2, 455, False, , 2020-01-02T12:30:17.002224Z, 44, 108156.jpg, 2.3, Engels, 0.5, False, None, a, 2, 7, 35, 95914, 13, 86926, 89, 0.0, 8.0, Engels, 1266, 0, 0, 3, 25, 0, 0, 0, 1, 0, 0, 4, 223, 276.8, 21.6, 38.0, 33.9, 
100, 100, 203368, 0, 0, -1, 1, 1, 2, 0.2, 0.7, 1, Frédéric, 1.2, 458, False, , 2019-12-01T19:30:19.368861Z, 44, 203368.jpg, 2.4, Guilbert, 0.6, False, None, a, 2, 7, 48, 97487, 21, 98267, 150, 0.3, 10.9, Guilbert, 1628, 0, 2, 4, 27, 0, 0, 0, 5, 0, 0, 2, 276, 376.6, 200.4, 46.0, 62.5, 
100, 100, 148508, 0, 0, -3, 3, 0, 3, 1.2, 1.7, 1, Mahmoud Ahmed, 2.2, 465, False, , 2019-08-31T16:30:09.941826Z, 52, 148508.jpg, 2.5, Ibrahim Hassan, 1.2, False, None, a, 2, 7, 55, 147321, 272, 276805, 427, 0.4, 10.6, Trézéguet, 1233, 3, 2, 3, 21, 0, 0, 0, 2, 1, 0, 2, 160, 269.6, 248.8, 556.0, 107.2, 
None, None, 230046, 0, 0, -1, 1, 0, 3, 2.2, 2.7, 1, Douglas Luiz, 3.2, 470, False, , None, 44, 230046.jpg, 2.8, Soares de Paulo, 4.0, False, None, a, 2, 7, 65, 692716, 2079, 493483, 1711, 0.7, 14.8, Douglas Luiz, 1441, 3, 2, 5, 31, 0, 0, 0, 4, 0, 0, 5, 263, 341.8, 175.7, 306.0, 82.4, 
0, 0, 88175, 0, 0, -2, 2, 0, 1, 0.0, 0.0, 0, Lovre, 0.0, 474, False, Joined Toulouse on loan until the end of the season on 20/1. - Expected back 01 Jul, 2020-01-20T17:00:23.372293Z, 43, 88175.jpg, 0.0, Kalinic, 0.1, False, None, n, 2, 7, 0, 1719, 1, 4953, 16, 0.0, 0.0, Kalinic, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 184704, 0, 0, -1, 1, 0, 3, 0.5, 1.0, 2, Marvelous, 1.5, 491, False, , 2020-01-18T19:30:18.468247Z, 44, 184704.jpg, 1.7, Nakamba, 0.7, False, None, a, 2, 7, 31, 124629, 29, 100325, 169, 0.3, 7.0, Nakamba, 1426, 0, 0, 1, 29, 0, 0, 0, 3, 0, 0, 0, 213, 237.0, 144.3, 24.0, 40.4, 
